show_id,title,original_title,status,auditory,rating_myshows,rating_count,rating_kinopoisk,kinopoisk_count,rating_imdb,imdb_count,country,genre,channel,total_length,episode_length,dates,actors,seasons,episodes_in_season
1,Доктор Хаус,House M.D.,Отменен/Закончен,251962,4.62,133317,8.802,437408,8.7,458916,['США'],"['Драма', ' Медицинский', ' Детектив']",FOX,5 дней 7 часов 38 минут,43 мин.,16.11.2004 — 21.05.2012,"['Hugh Laurie', 'Robert Sean Leonard', 'Omar Epps', 'Jesse Spencer', 'Lisa Edelstein', 'Jennifer Morrison', 'Peter Jacobson', 'Olivia Wilde', 'Kal Penn', 'Odette Annable', 'Charlyne Yi', 'Amber Tamblyn']",8,"['22', '24', '24', '16', '24', '21', '23', '23']"
2,Теория большого взрыва,The Big Bang Theory,Отменен/Закончен,295871,4.5,155616,8.628,410129,8.2,799151,['США'],['Комедия'],CBS,4 дня 7 часов 56 минут,22 мин.,24.09.2007 — 27.12.2019,"['Johnny Galecki', 'Jim Parsons', 'Simon Helberg', 'Kunal Nayyar', 'Kaley Cuoco', 'Melissa Rauch', 'Mayim Bialik', 'Kevin Sussman', 'Laura Spencer', 'Sara Gilbert']",12,"['18', '23', '24', '24', '24', '24', '24', '24', '24', '24', '24', '26']"
3,Обмани меня,Lie to Me,Отменен/Закончен,208797,4.29,104747,8.131,263765,8.0,119832,['США'],"['Криминал', ' Драма', ' Детектив']",FOX,1 день 11 часов 41 минута,43 мин.,21.01.2009 — 31.01.2011,"['Tim Roth', 'Kelli Williams', 'Monica Raymund', 'Brendan Hines', 'Hayley McFarland', 'Mekhi Phifer']",3,"['13', '22', '13']"
4,24 часа,24,Отменен/Закончен,20641,3.98,9549,7.852,16460,8.4,185912,['США'],"['Драма', ' Триллер', ' Боевик']",FOX,6 дней 6 часов 10 минут,43 мин.,06.11.2001 — 30.09.2014,"['Kiefer Sutherland', 'Mary Lynn Rajskub', 'Carlos Bernard', 'Dennis Haysbert', 'Elisha Cuthbert', 'James Morrison', 'Kim Raver', 'Reiko Aylesworth', 'Roger R. Cross', 'D.B. Woodside', 'Penny Johnson Jerald', 'Cherry Jones', 'Gregory Itzin', 'Annie Wersching', 'Louis Lombardi', 'Sarah Clarke', 'William Devane', 'Bob Gunton', 'Jayne Atkinson', 'Carlo Rota', 'Eric Balfour', 'Xander Berkeley', 'Peter MacNicol', 'Sarah Wynter', 'Freddie Prinze, Jr.', 'John Boyd', 'Marisol Nichols', 'Jean Smart', 'James Badge Dale', 'Leslie Hope', 'Janeane Garofalo', 'Katee Sackhoff', 'Jeffrey Nordling', 'Mykelti Williamson', 'Anil Kapoor', 'Colm Feore', 'Yvonne Strahovski', 'Tate Donovan', 'Chris Diamantopoulos', 'Lana Parrilla', 'Alberta Watson', 'Gbenga Akinnagbe', 'Benjamin Bratt', 'Rhys Coiro', 'Michael Wincott', 'Regina King', 'Giles Matthey']",9,"['24', '24', '24', '25', '25', '26', '25', '25', '14']"
5,Дурман,Weeds,Отменен/Закончен,25577,4.0,12188,7.75,11972,7.9,110587,['США'],"['Комедия', ' Криминал', ' Драма']",SHOWTIME,1 день 13 часов 24 минуты,28 мин.,07.08.2005 — 16.09.2012,"['Mary-Louise Parker', 'Hunter Parrish', 'Alexander Gould', 'Justin Kirk', 'Kevin Nealon', 'Andy Milder', 'Romany Malco', 'Allie Grant', 'Tonye Patano', 'Elizabeth Perkins']",8,"['10', '12', '15', '13', '13', '13', '13', '13']"
6,Герои,Heroes,Отменен/Закончен,104501,3.93,53602,7.817,77507,7.6,240864,['США'],"['Боевик', ' Фантастика']",NBC,2 дня 12 часов 8 минут,45 мин.,25.09.2006 — 08.02.2010,"['Jack Coleman', 'Hayden Panettiere', 'Milo Ventimiglia', 'Masi Oka', 'Sendhil Ramamurthy', 'James Kyson', 'Adrian Pasdar', 'Zachary Quinto', 'Greg Grunberg', 'Cristine Rose', 'Ali Larter', 'Noah Gray-Cabey', 'Ali Larter', 'Robert Knepper', 'Leonard Roberts', 'Santiago Cabrera', 'David Anders', 'Dania Ramirez', 'Tawny Cypress', 'Kristen Bell', 'Dana Davis']",4,"['24', '11', '26', '19']"
7,Декстер,Dexter,Отменен/Закончен,183963,4.37,92644,8.277,191362,8.7,721058,['США'],"['Криминал', ' Драма', ' Детектив']",SHOWTIME,3 дня 4 часа 8 минут,55 мин.,01.10.2006 — ...,"['Michael C. Hall', 'Jennifer Carpenter', 'David Zayas', 'Lauren Vélez', 'James Remar', 'C.S. Lee', 'Desmond Harrington', 'Julie Benz', 'Geoff Pierson', 'Jack Alcott', 'Aimee Garcia', 'Erik King', 'Clancy Brown', 'Julia Jones', 'Johnny Sequoyah', 'Alano Miller']",9,"['12', '12', '12', '12', '12', '12', '12', '12', '8']"
8,Остаться в живых,Lost,Отменен/Закончен,260945,4.42,135910,8.144,297541,8.3,548851,['США'],"['Драма', ' Приключения', ' Сверхъестественное']",ABC,4 дня 4 часа 9 минут,43 мин.,22.09.2004 — 24.08.2010,"['Matthew Fox', 'Evangeline Lilly', 'Jorge Garcia', 'Josh Holloway', ""Terry O'Quinn"", 'Naveen Andrews', 'Daniel Dae Kim', 'Kim Yoon Jin', 'Emilie de Ravin', 'Dominic Monaghan', 'Michael Emerson', 'Harold Perrineau', 'Elizabeth Mitchell', 'Henry Ian Cusick', 'Ken Leung', 'Maggie Grace', 'Jeremy Davies', 'Nestor Carbonell', 'Rebecca Mader', 'Ian Somerhalder', 'Jeff Fahey', 'Malcolm David Kelley', 'Michelle Rodriguez', 'Adewale Akinnuoye-Agbaje', 'Cynthia Watros', 'Zuleikha Robinson', 'Rodrigo Santoro', 'Kiele Sanchez']",6,"['26', '27', '40', '16', '20', '21']"
9,Все ненавидят Криса,Everybody Hates Chris,Отменен/Закончен,58307,4.23,30278,7.997,36604,7.5,37959,['США'],['Комедия'],CW,1 день 8 часов 16 минут,22 мин.,22.09.2005 — 08.05.2009,"['Whoopi Goldberg', 'Tristin Mays', 'Todd Bridges', 'Terry Crews', 'Tichina Arnold', 'Tequan Richmond', 'Imani Hakim', 'Vincent Martella', 'Tyler James Williams', 'Chris Rock']",4,"['22', '22', '22', '22']"
10,Блудливая Калифорния,Californication,Отменен/Закончен,129678,4.24,64462,8.058,108461,8.3,180672,['США'],"['Комедия', ' Драма']",SHOWTIME,1 день 18 часов,30 мин.,13.08.2007 — 29.06.2014,"['David Duchovny', 'Evan Handler', 'Natascha McElhone', 'Pamela Adlon', 'Madeleine Martin', 'Madeline Zima']",7,"['12', '12', '12', '12', '12', '12', '12']"
11,Звездные войны: Войны клонов,Star Wars: The Clone Wars,Отменен/Закончен,19776,4.14,9761,7.499,62543,8.4,94530,['США'],"['Приключения', ' Боевик', ' Фантастика']",Netflix,2 дня 5 часов 22 минуты,22 мин.,03.10.2008 — 04.05.2020,"['Tom Kane', 'Christopher Lee', 'Matt Lanter', 'James Arnold Taylor', 'Ashley Eckstein', 'Tom Kane', 'Dee Bradley Baker', 'Corey Burton', 'T.C. Carson', 'Catherine Taber', 'Tim Curry', 'Tom Kane', 'Ian Abercrombie', 'Matthew Wood', 'Ian Abercrombie', 'Tim Curry', 'Corey Burton', 'Corey Burton', 'Nika Futterman', 'Sam Witwer', 'Corey Burton', 'Anthony Daniels', 'Matt Wood', 'Ahmed Best', 'Kevin Michael Richardson', 'B.J. Hughes', 'Corey Burton', 'David Acord', 'Samuel L. Jackson', 'Dee Bradley Baker', 'Tom Kenny', 'Seth Green', 'James Arnold Taylor', 'James Arnold Taylor']",7,"['23', '22', '22', '22', '20', '21', '12']"
12,Тайный дневник девушки по вызову,Secret Diary of a Call Girl,Отменен/Закончен,36033,3.9,15239,7.573,11444,7.3,13665,['Великобритания'],"['Для взрослых', ' Драма']",ITV2,12 часов 6 минут,22 мин.,27.09.2007 — 22.03.2011,"['Billie Piper', 'Iddo Goldberg', 'Cherie Lunghi', 'Ashley Madekwe', 'Lily James', ""James D'Arcy"", 'Callum Blue', 'Gemma Chan', 'Paul Nicholls']",4,"['8', '8', '9', '8']"
13,Читающий мысли,The Listener,Отменен/Закончен,8362,3.73,3775,7.308,13520,6.8,8186,['Канада'],"['Сверхъестественное', ' Драма', ' Криминал']",CTV,1 день 22 часа 35 минут,43 мин.,03.06.2009 — 18.08.2014,"['Ingrid Kavelaars', 'Rachel Skarsten', 'Craig Olejnik', 'Ennis Esmer', 'Lauren Lee Smith', 'Rainbow Sun Francks', 'Peter Stebbings', 'Mylène Dinh-Robic', 'Tara Spencer-Nairn', 'Arnold Pinnock', 'Melanie Scrofano', 'Anthony Lemke', 'Kris Holden-Ried', 'Lisa Marcos', 'Natalie Krill', 'Colm Feore']",5,"['13', '13', '13', '13', '13']"
14,Побег,Prison Break,Отменен/Закончен,134271,4.36,66989,8.381,236579,8.3,529702,['США'],"['Криминал', ' Драма', ' Триллер']",FOX,2 дня 18 часов 52 минуты,43 мин.,29.08.2005 — 30.05.2017,"['Dominic Purcell', 'Wentworth Miller', 'Robert Knepper', 'Amaury Nolasco', 'Sarah Wayne Callies', 'Wade Williams', 'William Fichtner', 'Paul Adelstein', 'Rockmond Dunbar', ""Jodi Lyn O'Keefe"", 'Marshall Allman', 'Robin Tunney', 'Michael Rapaport', 'Peter Stormare', 'Danay García', 'Robert Wisdom', 'Chris Vance', 'Inbar Lavi', 'Augustus Prew', 'Mark Feuerstein']",5,"['23', '23', '14', '23', '10']"
15,Четыре тысячи четыреста,The 4400,Отменен/Закончен,28435,3.74,13763,7.43,14422,7.3,45464,['США'],"['Драма', ' Детектив', ' Фантастика']",usa network,1 день 9 часов 32 минуты,43 мин.,11.07.2004 — 16.09.2007,"['Joel Gretsch', 'Jacqueline McKenzie', 'Patrick John Flueger', 'Conchita Campbell', 'Chad Faust', 'Mahershala Ali', 'Megalyn Echikunwoke', 'Samantha Ferris', 'Billy Campbell', 'Laura Allen', 'Karina Lombard', 'Kaj-Erik Eriksen', 'Peter Coyote', 'Jenni Baird', 'Brooke Nevin']",4,"['5', '13', '14', '13']"
16,Досье Дрездена,The Dresden Files,Отменен/Закончен,5434,3.72,2790,7.215,2490,7.6,10695,['США'],"['Драма', ' Фэнтези', ' Детектив']",SyFy,10 часов 6 минут,43 мин.,21.01.2007 — 07.03.2008,"['Paul Blackthorne', 'Valerie Cruz', 'Terrence Mann', 'Raoul Bhaneja', 'Conrad Coates', 'Joanne Kelly', 'Rebecca McFarland', 'Kathleen Munroe']",1,['13']
17,Компьютерщики,The IT Crowd,Отменен/Закончен,57534,4.0,30011,7.751,27448,8.5,151349,['Великобритания'],['Комедия'],Channel 4,11 часов 30 минут,25 мин.,03.02.2006 — 24.12.2013,"[""Chris O'Dowd"", 'Richard Ayoade', 'Katherine Parkinson', 'Matt Berry']",4,"['6', '6', '6', '8']"
18,Гонка,Drive,Отменен/Закончен,4051,3.76,2499,7.449,1991,7.7,4910,['США'],"['Боевик', ' Приключения', ' Драма']",FOX,4 часа 18 минут,43 мин.,13.04.2007 — 23.04.2007,"['Nathan Fillion', 'Kristin Lehman', 'Kevin Alejandro', 'J.D. Pardo', 'Emma Stone', 'Taryn Manning', 'Melanie Lynskey', 'Dylan Baker', 'Mircea Monroe', 'Riley Smith', 'Rochelle Aytes']",1,['6']
19,Пропавший,Traveler,Отменен/Закончен,1809,3.82,904,7.689,1644,8.1,4662,['США'],"['Боевик', ' Триллер']",ABC,5 часов 44 минуты,43 мин.,10.05.2007 — 18.07.2007,"['Logan Marshall-Green', 'Aaron Stanford', 'Pascale Hutton', 'Anthony Ruivivar', 'Viola Davis', 'Steven Culp', 'Matt Bomer', 'William Sadler', 'Billy Mayo']",1,['8']
20,Друзья,Friends,Отменен/Закончен,204885,4.76,108873,9.242,463116,8.9,980131,['США'],"['Комедия', ' Романтика']",NBC,3 дня 19 часов 17 минут,22 мин.,22.09.1994 — 06.05.2004,"['Jennifer Aniston', 'Courteney Cox', 'Lisa Kudrow', 'Matt LeBlanc', 'Matthew Perry', 'David Schwimmer']",10,"['24', '24', '25', '24', '24', '25', '25', '24', '24', '22']"
22,Секретные материалы,The X-Files,Отменен/Закончен,72458,4.37,32881,8.226,140574,8.6,223638,['США'],"['Криминал', ' Драма', ' Фантастика']",FOX,7 дней 1 час 58 минут,45 мин.,10.09.1993 — 21.03.2018,"['Gillian Anderson', 'David Duchovny', 'Mitch Pileggi', 'Robert Patrick', 'Annabeth Gish']",11,"['24', '26', '25', '24', '22', '22', '22', '21', '21', '7', '10']"
23,Хранилище 13,Warehouse 13,Отменен/Закончен,43985,3.93,21102,7.463,14310,7.6,53484,['США'],"['Боевик', ' Приключения', ' Комедия', ' Фантастика']",SyFy,1 день 22 часа 35 минут,43 мин.,07.07.2009 — 19.05.2014,"['Eddie McClintock', 'Joanne Kelly', 'Saul Rubinek', 'Allison Scagliotti', 'Aaron Ashmore', 'Genelle Williams', 'Simon Reynolds']",5,"['13', '13', '13', '20', '6']"
24,Чародей,Spellbinder,Отменен/Закончен,3694,4.07,1949,8.099,8293,8.2,2169,['Австралия'],"['Фантастика', ' Фэнтези', ' Приключения']",Nine Network,22 часа 32 минуты,26 мин.,09.01.1995 — 24.10.1997,"['Zbych Trofimiuk', 'Gosia Piotrowska', 'Brian Rooney', 'Michela Noonan', 'Heather Mitchell']",2,"['26', '26']"
25,Вавилон 5,Babylon 5,Отменен/Закончен,8681,4.32,4209,8.144,13972,8.4,31635,['США'],"['Драма', ' Боевик', ' Фантастика', ' Приключения']",Syndicated,3 дня 11 часов 51 минута,43 мин.,22.02.1993 — 31.07.2007,"['Jerry Doyle', 'Mira Furlan', 'Richard Biggs', 'Bruce Boxleitner', 'Claudia Christian', 'Peter Jurasik', 'Andreas Katsulas', 'Bill Mumy', 'Stephen Furst', 'Jeff Conaway', 'Patricia Tallman', ""Michael O'Hare"", 'Jason Carter', 'Tracy Scoggins', 'Andrea Thompson', 'Julie Caitlin Brown', 'Mary Kay Adams', 'Robert Rusler', 'Tamlyn Tomita']",5,"['23', '22', '22', '22', '28']"
26,Футурама,Futurama,Сериал продолжается,101165,4.5,52830,8.172,257210,8.5,236038,['США'],"['Комедия', ' Приключения', ' Фантастика']",Comedy Central,2 дня 4 часа 40 минут,22 мин.,28.03.1999 — 04.09.2013,"['Katey Sagal', 'John DiMaggio', 'Billy West', 'Billy West', 'Billy West', 'Phil LaMarr', 'Lauren Tom', 'Frank Welker', 'Billy West', 'Kath Soucie', 'David Herman', 'Maurice LaMarche', 'Maurice LaMarche', 'Tress MacNeille', 'Tress MacNeille', 'Maurice LaMarche', 'David Herman', 'David Herman', 'David Herman', 'Lauren Tom', 'David Herman', 'Tress MacNeille', 'Billy West', 'David Herman', 'Maurice LaMarche', 'Phil LaMarr']",7,"['9', '20', '15', '12', '17', '34', '27']"
27,Два с половиной человека,Two and a Half Men,Отменен/Закончен,42704,3.94,20225,7.703,35023,7.1,261906,['США'],['Комедия'],CBS,4 дня 4 минуты,22 мин.,22.09.2003 — 19.02.2015,"['Jon Cryer', 'Angus T. Jones', 'Conchata Ferrell', 'Charlie Sheen', 'Holland Taylor', 'Ashton Kutcher', 'Marin Hinkle', 'Melanie Lynskey', 'Jennifer Taylor', 'Amber Tamblyn', 'April Bowlby', 'Edan Alexander']",12,"['24', '24', '24', '24', '19', '24', '22', '16', '24', '23', '22', '16']"
28,Сестра Джеки,Nurse Jackie,Отменен/Закончен,5357,3.76,2638,7.156,2299,7.8,27516,['США'],"['Комедия', ' Драма']",SHOWTIME,1 день 16 часов,30 мин.,08.06.2009 — 28.06.2015,"['Edie Falco', 'Merritt Wever', 'Paul Schulze', 'Peter Facinelli', 'Eve Best', 'Ruby Jerins', 'Dominic Fumusa', 'Anna Deavere Smith', 'Mackenzie Aladjem', 'Haaz Sleiman', 'Adam Ferrara']",7,"['12', '12', '12', '10', '10', '12', '12']"
29,Флинтстоуны,The Flintstones,Отменен/Закончен,2426,3.75,1275,6.876,7502,7.5,37000,['США'],"['Приключения', ' Детский', ' Комедия']",ABC,3 дня 3 часа 26 минут,22 мин.,30.09.1960 — 03.11.2001,"['Daws Butler', 'Daws Butler', 'Alan Reed', 'Mel Blanc', 'Jean Vander Pyl', 'Bea Benaderet', 'Gerry Johnson', 'Don Messick', 'Mel Blanc', 'Jean Vander Pyl']",6,"['29', '32', '28', '26', '26', '44']"
31,Аватар: Легенда об Аанге,Avatar: The Last Airbender,Отменен/Закончен,98573,4.63,52468,8.663,322266,9.3,309561,['США'],"['Боевик', ' Приключения', ' Фэнтези']",Nickelodeon,1 день 1 час 22 минуты,23 мин.,21.02.2005 — 19.07.2008,"['Zach Tyler', 'Mae Whitman', 'Jack De Sena', 'Dante Basco', 'Dee Bradley Baker', 'Dee Bradley Baker', 'Greg Baldwin', 'Mako', 'Jessie Flower', 'Grey Griffin', 'Cricket Leigh', 'Olivia Hack', 'Melendy Britt']",3,"['23', '20', '24']"
32,Отчаянные домохозяйки,Desperate Housewives,Отменен/Закончен,105147,4.44,49213,8.166,214954,7.6,128323,['США'],"['Комедия', ' Драма', ' Детектив']",ABC,5 дней 16 часов 1 минута,43 мин.,03.10.2004 — 13.05.2012,"['Teri Hatcher', 'Felicity Huffman', 'Marcia Cross', 'Eva Longoria', 'James Denton', 'Ricardo Antonio Chavira', 'Brenda Strong', 'Doug Savant', 'Nicollette Sheridan', 'Shawn Pyfrom', 'Andrea Bowen', 'Kyle MacLachlan', 'Dana Delany', 'Kathryn Joosten', 'Mark Moses', 'Cody Kasch', 'Darcy Rose Byrnes', 'Madison De La Garza', 'Richard Burgi', 'Mason Vale Cotton', 'Jesse Metcalfe', 'Kevin Rahm', 'Steven Culp', 'Alfre Woodard', 'Tuc Watkins', 'Maiara Walsh', 'Neal McDonough', 'Drea de Matteo', 'Vanessa Williams', 'Charles Mesure', 'Jonathan Cake']",8,"['26', '26', '25', '18', '24', '23', '23', '23']"
33,Там,Over There,Отменен/Закончен,479,4.16,222,7.632,783,7.8,4398,['США'],"['Приключения', ' Боевик', ' Драма']",FX,9 часов 19 минут,43 мин.,27.07.2005 — 26.10.2005,"['Josh Henderson', 'Luke Macfarlane', 'Erik Palladino', 'Keith Robinson', 'Sticky Fingaz', 'Lizette Carrion', 'Nicki Aycox', 'Sprague Grayden', 'Brigid Brannagh', 'Lombardo Boyar', 'Jimmy ""Jax"" Pinchak']",1,['13']
34,Южный Парк,South Park,Сериал продолжается,87186,4.45,44648,8.15,235801,8.7,366582,['США'],['Комедия'],Comedy Central,5 дней 6 часов 39 минут,22 мин.,13.08.1997 — ...,"['Matt Stone', 'Trey Parker', 'Trey Parker', 'Matt Stone']",25,"['16', '21', '20', '18', '14', '17', '15', '14', '15', '14', '15', '14', '14', '14', '15', '15', '10', '10', '10', '11', '10', '10', '10', '3', '7']"
35,Клан Сопрано,The Sopranos,Отменен/Закончен,47827,4.58,18977,8.772,100950,9.2,390923,['США'],"['Криминал', ' Драма']",HBO,3 дня 16 часов,60 мин.,10.01.1999 — 01.10.2021,"['James Gandolfini', 'Edie Falco', 'Jamie-Lynn Sigler', 'Michael Imperioli', 'Robert Iler', 'Dominic Chianese', 'Steve Van Zandt', 'Lorraine Bracco', 'Tony Sirico', 'Vincent Pastore', 'Drea de Matteo', 'Aida Turturro', 'Steven R. Schirripa', 'John Ventimiglia', 'Frank Vincent', 'Nancy Marchand', 'Steve Buscemi', 'David Proval', 'Vincent Curatola', 'Federico Castelluccio', 'Joe Pantoliano', 'Joseph R. Gannascoli']",6,"['13', '13', '13', '13', '13', '22']"
36,Светлячок,Firefly,Отменен/Закончен,57124,4.64,29552,8.687,84975,9.0,264183,['США'],"['Приключения', ' Драма', ' Фантастика']",FOX,11 часов 19 минут,43 мин.,20.09.2002 — 20.12.2002,"['Nathan Fillion', 'Gina Torres', 'Alan Tudyk', 'Morena Baccarin', 'Adam Baldwin', 'Jewel Staite', 'Sean Maher', 'Summer Glau', 'Ron Glass', 'Ron Glass']",1,['14']
37,Прослушка,The Wire,Отменен/Закончен,30190,4.42,9962,8.475,30197,9.3,335780,['США'],"['Криминал', ' Драма']",HBO,2 дня 12 часов,60 мин.,02.06.2002 — 09.03.2008,"['Lance Reddick', 'Sonja Sohn', 'Dominic West', 'Clarke Peters', 'Domenick Lombardozzi', 'Wendell Pierce', 'Seth Gilliam', 'Jim True-Frost', 'John Doman', 'Deirdre Lovejoy', 'Michael K. Williams', 'Andre Royo', 'Idris Elba', 'Frankie Faison', 'Aidan Gillen', 'J.D. Williams', 'Wood Harris', 'Jamie Hector', 'Corey Parker Robinson', 'Gbenga Akinnagbe', 'Robert Wisdom', 'Isiah Whitlock, Jr.', 'Reg E. Cathey', 'Michael Kostroff', 'Jermaine Crawford', 'Chad L. Coleman', 'Amy Ryan', 'Lawrence Gilliard Jr.', 'Glynn Turman', 'Paul Ben-Victor', 'Mack Wilds', 'Chris Bauer', 'Neal Huff', 'Michelle Paress', 'Clark Johnson', 'Thomas McCarthy']",5,"['13', '12', '12', '13', '10']"
38,Офис,The Office,Отменен/Закончен,65436,4.44,26906,8.543,146103,9.0,579634,['США'],['Комедия'],NBC,3 дня 4 часа 6 минут,22 мин.,24.03.2005 — 16.05.2013,"['Rainn Wilson', 'John Krasinski', 'Leslie David Baker', 'Phyllis Smith', 'Jenna Fischer', 'Brian Baumgartner', 'Angela Kinsey', 'Oscar Nuñez', 'Kate Flannery', 'Creed Bratton', 'Ed Helms', 'Mindy Kaling', 'B.J. Novak', 'Steve Carell', 'Paul Lieberstein', 'Craig Robinson', 'Ellie Kemper', 'Zach Woods', 'Melora Hardin', 'Catherine Tate', 'David Denman', 'Clark Duke', 'Jake Lacy', 'James Spader', 'Amy Ryan']",9,"['6', '22', '25', '19', '28', '26', '27', '24', '26']"
39,Эврика,Eureka,Отменен/Закончен,25888,4.0,13266,7.816,8858,7.9,53861,['США'],"['Комедия', ' Драма', ' Фантастика']",SyFy,2 дня 9 часов 11 минут,43 мин.,18.07.2006 — 16.07.2012,"['Colin Ferguson', 'Erica Cerra', 'Salli Richardson-Whitfield', 'Joe Morton', 'Neil Grayston', 'Jordan Hinson', 'Niall Matter', 'Neil Grayston', 'Ed Quinn', 'Trevor Jackson', 'Meshach Peters', 'Debrah Farentino', 'Matt Frewer', 'James Callis', 'Greg Germann']",5,"['12', '13', '18', '22', '13']"
42,Выжившие (2008),Survivors,Отменен/Закончен,8585,3.7,4467,7.436,7848,7.5,8698,['Великобритания'],"['Драма', ' Фантастика']",BBC One,11 часов,55 мин.,23.11.2008 — 23.02.2010,"['Julie Graham', 'Max Beesley', 'Paterson Joseph', 'Zoe Tapper', 'Phillip Rhys', 'Chahak Patel', 'Robyn Addison']",2,"['6', '6']"
43,"Мертвые, как я",Dead Like Me,Отменен/Закончен,30675,3.85,15842,7.748,17989,8.1,42273,['США'],"['Комедия', ' Драма', ' Сверхъестественное']",SHOWTIME,23 часа 4 минуты,43 мин.,27.06.2003 — 31.10.2004,"['Ellen Muth', 'Callum Blue', 'Mandy Patinkin', 'Christine Willes', 'Britt McKillip', 'Cynthia Stevenson', 'Laura Harris', 'Jasmine Guy', 'Greg Kean', 'Rebecca Gayheart']",2,"['14', '16']"
44,Притворщик,The Pretender,Отменен/Закончен,3660,3.82,1969,7.738,2760,7.5,15930,['США'],"['Драма', ' Приключения', ' Детектив']",NBC,2 дня 17 часов 38 минут,43 мин.,19.09.1996 — 10.12.2001,"['Michael T. Weiss', 'Andrea Parker', 'Patrick Bauchau', 'Jon Gries']",4,"['22', '22', '22', '22']"
45,Сверхъестественное,Supernatural,Отменен/Закончен,290313,4.26,144621,8.233,417105,8.4,439915,['США'],"['Боевик', ' Драма', ' Сверхъестественное']",CW,9 дней 19 часов 47 минут,43 мин.,13.09.2005 — 19.11.2020,"['Jared Padalecki', 'Jensen Ackles', 'Misha Collins', 'Mark Sheppard', 'Alexander Calvert', 'Mark Pellegrino', 'Katie Cassidy', 'Lauren Cohan', 'Mark Pellegrino', 'Alexander Calvert']",15,"['22', '22', '16', '22', '22', '22', '23', '23', '23', '24', '23', '23', '23', '20', '21']"
46,Робоцып,Robot Chicken,Сериал продолжается,15414,4.13,7646,7.691,29764,7.7,43318,['США'],"['Фантастика', ' Комедия']",Adult Swim,1 день 19 часов 6 минут,11 мин.,20.02.2005 — ...,"['Katee Sackhoff', 'Seth Green', 'Seth Green', 'Les Claypool', 'Zachary Levi', 'Seth Green', 'George Lowe', 'Michael Ian Black', 'Breckin Meyer', 'Breckin Meyer', 'Donald Faison', 'Jamie Kaler', 'Michelle Trachtenberg', 'Seth Green', 'Breckin Meyer', 'Adam Talbott', 'Mark Hamill', 'Patrick Pinney', 'Patrick Stewart']",11,"['21', '21', '21', '21', '21', '22', '21', '21', '21', '21', '20']"
47,Самурай Джек,Samurai Jack,Отменен/Закончен,7037,4.32,2983,8.109,31775,8.5,53399,['США'],"['Боевик', ' Приключения']",Adult Swim,22 часа 44 минуты,22 мин.,10.08.2001 — 20.05.2017,"['Phil LaMarr', 'Greg Baldwin', 'Mako']",5,"['13', '13', '13', '13', '10']"
48,Грань,Fringe,Отменен/Закончен,83460,4.19,40931,8.012,87802,8.4,240586,['США'],"['Боевик', ' Драма', ' Фантастика']",FOX,3 дня 57 минут,43 мин.,09.09.2008 — 18.01.2013,"['John Noble', 'Joshua Jackson', 'Anna Torv', 'Jasika Nicole', 'Lance Reddick', 'Blair Brown', 'Kirk Acevedo', 'Seth Gabel', 'Mark Valley']",5,"['20', '23', '22', '22', '13']"
49,Домашнее видео,Home Movies,Отменен/Закончен,379,3.83,172,6.877,491,8.2,10391,['США'],"['Комедия', ' Драма']",Adult Swim,19 часов 4 минуты,22 мин.,26.04.1999 — 04.04.2004,"['H. Jon Benjamin', 'Brendon Small', 'Melissa Bardin Galsky', 'Janine Ditullio', 'Loren Bouchard', 'Paula Poundstone', 'Ron Lynch']",4,"['13', '13', '13', '13']"
50,Симпсоны,The Simpsons,Сериал продолжается,90610,4.51,42989,8.405,270152,8.7,403168,['США'],"['Комедия', ' Семейный']",FOX,11 дней 8 часов 57 минут,22 мин.,17.12.1989 — ...,"['Dan Castellaneta', 'Julie Kavner', 'Yeardley Smith', 'Nancy Cartwright', 'Harry Shearer', 'Hank Azaria', 'Hank Azaria', 'Pamela Hayden', 'Harry Shearer', 'Hank Azaria', 'Harry Shearer', 'Hank Azaria', 'Alex Désert', 'Dan Castellaneta', 'Harry Shearer', 'Nancy Cartwright', 'Nancy Cartwright', 'Dan Castellaneta', 'Harry Shearer', 'Dan Castellaneta', 'Nancy Cartwright', 'Harry Shearer', 'Harry Shearer', 'Kevin Michael Richardson', 'Dan Castellaneta', 'Dan Castellaneta', 'Hank Azaria', 'Alex Désert', 'Harry Shearer', 'Dan Castellaneta', 'Hank Azaria', 'Harry Shearer', 'Hank Azaria', 'Tress MacNeille', 'Julie Kavner', 'Hank Azaria', 'Hank Azaria', 'Julie Kavner', 'Harry Shearer', 'Dan Castellaneta', 'Pamela Hayden', 'Hank Azaria', 'Hank Azaria', 'Tress MacNeille', 'Dan Castellaneta', 'Hank Azaria', 'Nancy Cartwright', 'Dan Castellaneta', 'Dan Castellaneta', 'Harry Shearer', 'Harry Shearer', 'Harry Shearer', 'Hank Azaria', 'Dan Castellaneta', 'Hank Azaria', 'Nancy Cartwright', 'Harry Shearer', 'Hank Azaria', 'Tress MacNeille', 'Hank Azaria', 'Harry Shearer', 'Hank Azaria', 'Dan Castellaneta', 'Dan Castellaneta', 'Harry Shearer', 'Julie Kavner', 'Harry Shearer', 'Hank Azaria']",34,"['13', '22', '24', '22', '22', '25', '25', '25', '25', '23', '22', '21', '22', '22', '22', '21', '22', '23', '20', '21', '24', '22', '22', '24', '22', '22', '22', '22', '22', '23', '23', '24', '22', '4']"
