show_id,title,original_title,status,auditory,rating_myshows,rating_count,rating_kinopoisk,kinopoisk_count,rating_imdb,imdb_count,country,genre,channel,total_length,episode_length,dates,actors,seasons,episodes_in_season
19498,Детская команда по дзюдо,Aijou Ippon,Отменен/Закончен,3,0.0,0,,,,,['Япония'],['Драма'],NTV,7 часов 10 минут,43 мин.,10.07.2004 — 18.09.2004,['Ayu Matsuura'],1,['10']
19499,Хватай деньги и беги,Take the Money and Run,Отменен/Закончен,9,2.0,1,,,5.7,157,['США'],['Путешествия'],ABC,6 часов,60 мин.,02.08.2011 — 06.09.2011,,1,['6']
19502,Gayle Tuesday: The Comeback (UK),,Отменен/Закончен,2,0.0,0,,,8.0,5,['Великобритания'],"['Комедия', ' Знаменитости']",Sky Living,1 час,60 мин.,27.09.2010 — ...,,1,['1']
19504,Shark Week,,Сериал продолжается,20,4.4,5,,,7.9,375,['США'],['Природа'],Discovery Channel,10 дней 11 часов 46 минут,43 мин.,17.07.1988 — ...,,38,"['1', '1', '1', '1', '1', '6', '1', '1', '2', '1', '2', '7', '1', '1', '1', '2', '1', '2', '3', '7', '3', '7', '8', '6', '15', '7', '9', '10', '11', '15', '16', '17', '20', '23', '23', '24', '22', '23']"
19505,Crime Stories,,Отменен/Закончен,1,0.0,0,,,7.2,130,['США'],['Криминал'],truTV,5 часов 44 минуты,43 мин.,08.01.1998 — 26.01.2006,,3,"['5', '1', '2']"
19506,Кетвизл,Catweazle,Отменен/Закончен,19,3.14,7,,,7.8,1006,['Великобритания'],"['Комедия', ' Приключения', ' Детский']",ITV,10 часов 50 минут,25 мин.,15.02.1970 — 04.04.1971,['Geoffrey Bayldon'],2,"['13', '13']"
19511,Моби Дик,Moby Dick,Отменен/Закончен,164,3.9,61,6.298,884,6.2,2023,['США'],"['Исторический', ' Приключения', ' Драма']",encore. action,3 часа,90 мин.,01.08.2011 — 02.08.2011,,1,['2']
19512,Дети в беде,BBC Children in Need,Сериал продолжается,26,3.88,8,7.887,257,5.9,266,['Великобритания'],"['Семейный', ' Детский']",BBC One,13 дней 2 часа 59 минут,300 мин.,21.11.1980 — ...,"['Nadiya Hussain', 'Terry Wogan', 'Gaby Roslin', 'Alan Dedicoat', 'Sue Cook', 'Fearne Cotton', 'Tess Daly', 'Andi Peters', 'Alesha Dixon', 'Shane Richie', 'Joanna Lumley', 'Ade Adepitan', 'Esther Rantzen', 'Peter Andre', 'Nick Grimshaw', 'Rochelle Humes', 'Graham Norton', 'Mel Giedroyc', 'Emma Forbes', 'Phillip Schofield', 'Gavin Campbell', 'John Getgood', 'Natasha Kaplinsky', 'Marvin Humes', 'Ken Bruce', 'Sue Lawley', 'Alex Scott', 'Chris Ramsey', 'Rob Curling', 'Noel Edmonds', 'Ainsley Harriott', 'Gary Barlow', 'Dale Winton', 'Nick Vaughan-Barratt', 'Kate Thornton', 'Matt Allwright', 'Chris Moyles', 'One Direction', 'Rob Beckett', ""Dermot O'Leary"", 'Greg James', 'Roy Castle', 'Sarah Greene', 'Cliff Morgan', 'Mike Read', 'Dave Benson-Phillips', 'Nick Handel', 'Guy Michelmore', 'Simon Mayo', 'Jackie Brambles', 'Jane Asher', 'Julie Fernandez', 'Sarah Kennedy', 'Jenny Hull', 'Rolf Harris', 'Gwenan Edwards', 'Cheryl Baker', 'Chris Jarvis', 'Marianne Tees', 'Jayne Middlemiss', 'Philippa Forrester', 'Colin Young', 'Alice Beer', 'Jill Dando', 'Gail Porter', 'Matt Berry', 'JLS', 'Zoë Ball', 'Gloria Hunniford', 'Tom Allen', 'Stephen Mangan', 'Emma Willis', 'Matt Baker', 'Alex George']",42,"['1', '7', '7', '5', '6', '5', '3', '5', '5', '5', '3', '3', '7', '8', '9', '9', '10', '9', '6', '3', '6', '3', '2', '2', '2', '3', '2', '6', '9', '4', '6', '4', '4', '4', '4', '4', '4', '3', '3', '5', '4', '4']"
19514,Extreme Dinosaurs,,Отменен/Закончен,12,3.67,3,,,6.4,672,['США'],"['Боевик', ' Приключения', ' Детский']",Syndicated,19 часов 4 минуты,22 мин.,01.09.1997 — 24.12.1997,,1,['52']
19516,Железная сторона,Ironside,Отменен/Закончен,26,1.83,6,6.022,147,6.9,3640,['США'],"['Драма', ' Криминал']",NBC,6 дней 7 часов 14 минут,43 мин.,28.03.1967 — 04.05.1993,"['Raymond Burr', 'Don Galloway', 'Don Mitchell', 'Elizabeth Baur', 'Barbara Anderson']",8,"['29', '26', '26', '26', '25', '24', '25', '20']"
19517,Двойной дракон,Double Dragon,Отменен/Закончен,40,3.2,10,,,6.4,288,['США'],"['Мультфильмы', ' Приключения', ' Боевик']",Syndicated,9 часов 32 минуты,22 мин.,01.09.1993 — 01.12.1994,,2,"['13', '13']"
19518,Вера в будущее,Faith in the Future,Отменен/Закончен,7,0.0,0,,,6.9,61,['Великобритания'],['Комедия'],ITV,11 часов,30 мин.,17.11.1995 — 27.02.1998,"['Lynda Bellingham', 'Julia Sawalha', 'Simon Pegg', 'Jeff Rawle']",3,"['7', '8', '7']"
19534,Уоллес и Громит: Хитроумные приспособления,Wallace & Gromit's Cracking Contraptions,Отменен/Закончен,223,4.13,128,7.291,1517,7.6,2978,['Великобритания'],"['Комедия', ' Детский']",BBC One,17 минут,5 мин.,15.10.2002 — 15.10.2002,['Peter Sallis'],1,['10']
19535,Под прикрытием,In Deep (2001),Отменен/Закончен,29,3.33,6,,,6.8,179,['Великобритания'],"['Криминал', ' Драма']",BBC One,15 часов 46 минут,43 мин.,01.02.2001 — 01.03.2003,"['Nick Berry', 'Stephen Tompkinson']",3,"['6', '8', '8']"
19537,ФБР: Борьба с преступностью,FBI: Criminal Pursuit,Отменен/Закончен,58,4.0,7,,,7.5,246,['США'],"['Боевик', ' Триллер', ' Таланты', ' Драма', ' Криминал']",Investigation Discovery,1 день 14 часов 42 минуты,43 мин.,11.03.2011 — 27.05.2013,,4,"['11', '15', '18', '10']"
19541,The Lazy Enviromentalist,,Сериал продолжается,4,0.0,0,,,5.9,10,['США'],"['Пейзажи', ' Сделай сам', ' Образовательный', ' Семейный']",SUNDANCE TV,5 часов 30 минут,22 мин.,16.06.2009 — ...,,2,"['7', '8']"
19544,Beauty and the Beast: The Ugly Face of Prejudice,,Отменен/Закончен,5,5.0,1,,,7.0,22,['Великобритания'],['Мода/Make-up'],Channel 4,7 часов 10 минут,43 мин.,02.02.2011 — 31.07.2012,,2,"['6', '4']"
19545,Beauty & de Nerd,,Отменен/Закончен,8,0.0,0,,,,,['Бельгия'],['Романтика'],RTL 5,1 день 3 часа 30 минут,50 мин.,30.10.2006 — 06.04.2009,,3,"['15', '9', '9']"
19553,My Ride Rules,,Сериал продолжается,3,4.0,1,,,7.4,30,['США'],"['Спортивный', ' Семейный']",Fox Sports 1,9 часов 32 минуты,22 мин.,03.08.2011 — ...,,2,"['13', '13']"
19554,Picker Sisters,,Отменен/Закончен,3,3.0,1,,,4.8,148,['США'],"['Сделай сам', ' Дизайн', ' Семейный', ' Образовательный']",Lifetime,3 часа 34 минуты,22 мин.,02.08.2011 — 06.09.2011,,1,['8']
19555,The Three Chocolatiers,,Отменен/Закончен,3,0.0,0,,,,,['США'],"['Кулинарный/Еда', ' Семейный', ' Сделай сам']",Food Network,1 час 6 минут,22 мин.,29.07.2011 — ...,,1,['3']
19558,Великий детектив Холмс,Meitantei Holmes,Отменен/Закончен,33,3.57,14,6.777,475,7.5,1464,['Япония'],"['Мультфильмы', ' Детский']",CBC,10 часов 24 минуты,24 мин.,01.11.1984 — 01.05.1985,,1,['26']
19559,The River (1988),,Отменен/Закончен,5,0.0,0,,,7.4,55,['Великобритания'],"['Комедия', ' Романтика']",BBC One,3 часа,30 мин.,20.10.1988 — 27.11.1988,"['David Essex', 'Shaun Scott', 'David Ryall']",1,['6']
19560,Человек против природы. Новый вызов Тайсона,Taking on Tyson,Отменен/Закончен,6,3.0,1,,,7.4,94,['США'],['Животные'],Animal Planet,4 часа 18 минут,43 мин.,06.03.2011 — 04.04.2011,['Mike Tyson'],1,['6']
19563,Шоу Тайры Бэнкс,The Tyra Banks Show,Отменен/Закончен,24,3.44,9,,,3.9,1388,['США'],"['Романтика', ' Стиль жизни', ' Интервью', ' Мода/Make-up', ' Знаменитости']",CW,21 день 1 час,60 мин.,12.09.2005 — 10.08.2010,['Tyra Banks'],5,"['172', '173', '158', '1', '1']"
19565,Bridget's Sexiest Beaches,,Отменен/Закончен,8,3.5,4,,,5.2,216,['США'],"['Стиль жизни', ' Приключения', ' Знаменитости', ' Семейный', ' Путешествия']",Travel Channel,7 часов 14 минут,22 мин.,12.03.2009 — 11.06.2009,['Bridget Marquardt'],1,['18']
19574,Экстра,Extra,Сериал продолжается,74,2.0,4,6.353,294,3.2,886,['США'],,Syndicated,17 дней 5 часов 30 минут,30 мин.,05.09.1994 — ...,"['Mario Lopez', 'Maria Menounos', 'Charissa Thompson', 'Tracey E. Edmonds', 'Renee Bargh', 'Jeannie Mai', 'Lauren Sánchez', 'Tanika Ray', 'Mark McGrath', 'Dayna Devon', 'Samantha Harris', 'Leeza Gibbons', 'Brad Goode', 'Libby Weaver', ""Maureen O'Boyle"", 'Arthel Neville', 'Dave Nemeth', 'Lisa Guerrero', 'Jon Kelley']",11,"['1', '29', '2', '38', '38', '207', '102', '93', '78', '165', '67']"
19580,Jurassic CSI,,Отменен/Закончен,39,3.6,10,,,8.1,36,['США'],"['Исторический', ' Приключения']",National Geographic Channel,4 часа 18 минут,43 мин.,07.07.2011 — 23.09.2011,,1,['6']
19582,A Touch of Grace,,Отменен/Закончен,6,2.0,1,,,8.4,40,['США'],['Комедия'],ABC,6 часов 30 минут,30 мин.,20.01.1973 — 21.04.1973,"['Shirley Booth', ""J. Pat O'Malley"", 'Marian Mercer', 'Warren Berlinger']",1,['13']
19583,Склонность,Bent,Отменен/Закончен,363,3.1,153,6.411,193,6.9,2537,['США'],"['Комедия', ' Романтика']",NBC,2 часа 12 минут,21 мин.,21.03.2012 — 04.04.2012,"['Amanda Peet', 'Jeffrey Tambor', 'David Walton', 'Margo Harshman', 'Joey King']",1,['6']
19584,Столик в углу,The Booth at the End,Отменен/Закончен,10240,4.04,4046,7.697,6831,8.2,4754,['Канада'],"['Драма', ' Детектив']",Hulu,4 часа 10 минут,25 мин.,27.08.2010 — 03.09.2012,['Xander Berkeley'],2,"['5', '5']"
19587,Мой ручной монстр,My Pet Monster,Отменен/Закончен,24,3.0,11,,,6.9,448,['США'],['Мультфильмы'],ABC,6 часов 30 минут,30 мин.,12.09.1987 — 03.09.1988,,1,['13']
19588,Swamp Brothers,,Отменен/Закончен,5,4.0,2,,,8.3,92,['США'],"['Стиль жизни', ' Образовательный', ' Семейный']",Discovery Channel,8 часов 4 минуты,22 мин.,10.05.2011 — ...,,1,['22']
19589,Охотник на крокодилов,The Crocodile Hunter,Отменен/Закончен,38,4.22,18,7.448,331,7.6,2934,['Австралия'],"['Животные', ' Стиль жизни']",Animal Planet,1 день 5 часов 30 минут,30 мин.,05.04.1997 — 22.11.2004,['Steve Irwin'],5,"['8', '9', '14', '16', '12']"
19601,Величайший американский герой,The Greatest American Hero,Отменен/Закончен,30,2.86,7,,,7.3,5868,['США'],"['Боевик', ' Комедия', ' Приключения']",ABC,1 день 20 минут,30 мин.,18.03.1981 — 13.02.1986,"['William Katt', 'Robert Culp', 'Connie Sellecca', 'Michael Paré', 'Faye Grant']",3,"['9', '22', '14']"
19602,55 Degrees North,,Отменен/Закончен,20,5.0,2,,,7.9,306,['Великобритания'],"['Криминал', ' Драма']",BBC One,14 часов,60 мин.,06.07.2004 — 10.07.2005,"['Mark Stobbart', 'Michael Hodgson', 'Darren Morfitt', 'Emma Cleasby', 'Don Gilet', 'Dervla Kirwan', 'Andrew Dunn', 'George Harris', 'Mark Lewis Jones', 'Christian Rodska']",2,"['6', '8']"
19603,Some of My Best Friends,,Отменен/Закончен,5,3.0,1,,,7.2,273,['США'],['Комедия'],CBS,2 часа 34 минуты,22 мин.,28.02.2001 — 11.04.2001,,1,['7']
19606,World's Craziest Fools,,Отменен/Закончен,8,5.0,2,,,7.4,201,['Великобритания'],['Комедия'],BBC Three,10 часов,30 мин.,06.06.2011 — 11.03.2013,['Mr. T'],2,"['10', '10']"
19608,Защитники Земли,Defenders of the Earth,Отменен/Закончен,56,2.56,18,,,7.0,1527,['США'],"['Боевик', ' Фантастика', ' Фэнтези']",Syndicated,23 часа 50 минут,22 мин.,08.09.1986 — 05.12.1986,"['Sarah Partridge', 'Peter Mark Richman', 'Loren Lester', 'Lou Richards', 'Buster Jones', 'Dion Williams', 'Adam Carl', 'Diane Pershing', 'Peter Renaday', 'Peter Mark Richman', 'Ron Feinberg', 'William Callaway']",1,['65']
19609,Modern Marvels Essentials,,Отменен/Закончен,4,3.0,1,,,,,['США'],"['Образовательный', ' Семейный']",History,3 часа 40 минут,22 мин.,30.07.2010 — ...,,1,['10']
19610,"Команда ""Суперcила""",UltraForce,Отменен/Закончен,75,3.71,31,5.363,177,6.1,133,['США'],['Фантастика'],Syndicated,4 часа 46 минут,22 мин.,15.10.1995 — 31.12.1995,,1,['13']
19613,Shall We Dance? (JA),,Отменен/Закончен,3,0.0,0,,,,,['Япония'],"['Танцевальный', ' Семейный', ' Музыкальный', ' Таланты', ' Знаменитости']",Unknown,43 минуты,43 мин.,08.04.2006 — 17.03.2007,,1,['1']
19619,Четыре свадьбы,Four Weddings,Отменен/Закончен,20,3.25,4,,,5.3,348,['США'],"['Семейный', ' Сделай сам', ' Стиль жизни', ' Романтика']",TLC,4 дня 2 часа 54 минуты,43 мин.,18.12.2009 — 07.01.2018,,7,"['10', '8', '32', '44', '27', '16', '1']"
19621,Разрушение мира,World Destruction,Отменен/Закончен,224,3.67,105,6.191,193,6.9,90,['Япония'],"['Приключения', ' Аниме', ' Комедия', ' Фэнтези']",TV Tokyo,4 часа 46 минут,22 мин.,08.07.2008 — 30.09.2008,"['Tohru Furuya', 'Maaya Sakamoto', 'Mamoru Miyano', 'Daisuke Ono', 'Hiroyuki Yoshino', 'Tōru Furuya', 'Yu Kobayashi']",1,['13']
19626,Черная бездна,Deepwater Black,Отменен/Закончен,42,3.24,17,,,7.5,95,['США'],"['Фантастика', ' Драма']",SyFy,6 часов 30 минут,30 мин.,21.07.1997 — 14.11.1997,"['Nicole de Boer', 'Gordon Michael Woolvett', 'Jason Cadieux', 'Julie Khaner', 'Sara Sahr', 'Craig Kirkwood', 'Kelli Taylor']",1,['13']
19627,High Maintenance 90210,,Отменен/Закончен,10,0.0,0,,,4.5,22,['США'],,E!,2 часа 12 минут,22 мин.,01.01.2007 — 05.02.2007,,1,['6']
19628,Король храбрецов Гаогайгар,Brave King GaoGaiGar Final Grand Glorious Gathering,Отменен/Закончен,7,0.0,0,,,,,['Япония'],"['Приключения', ' Аниме', ' Фантастика']",TV Tokyo,4 часа 24 минуты,22 мин.,01.04.2005 — 01.06.2005,,1,['12']
19629,Hello Kitty's Furry Tale Theater,,Отменен/Закончен,63,3.63,19,,,6.4,169,['США'],"['Мультфильмы', ' Детский']",CBS,13 часов 12 минут,22 мин.,01.01.1987 — 30.04.1987,,2,"['31', '5']"
19631,Doctor Finlay,,Отменен/Закончен,9,4.0,1,,,7.6,417,['Великобритания'],['Драма'],ITV,19 часов 21 минута,43 мин.,09.05.1993 — 20.12.1996,"['David Rintoul', 'Ian Bannen', 'Annette Crosbie', 'Jessica Turner', 'Gordon Reid', 'Margo Gunn', 'Jason Flemyng', 'Jackie Morrison']",4,"['6', '6', '7', '8']"
19632,Karaoke Battle USA,,Отменен/Закончен,3,0.0,0,,,,,['США'],,ABC,5 часов 35 минут,43 мин.,12.08.2011 — 16.09.2011,,1,['6']
19634,The Sins,,Отменен/Закончен,6,0.0,0,,,,,['Великобритания'],"['Драма', ' Криминал']",BBC One,5 часов 1 минута,43 мин.,24.10.2000 — 05.12.2000,"['Pete Postlethwaite', 'Caroline Hayes', 'Geraldine James', 'Frank Finlay', 'Billie Cook']",1,['7']
19638,Американская история ужасов,American Horror Story,Сериал продолжается,241581,4.17,111787,7.938,201534,8.0,313214,['США'],"['Драма', ' Ужасы', ' Триллер']",FX,4 дня 11 часов 56 минут,50 мин.,05.10.2011 — ...,"['Emma Roberts', 'Sarah Paulson', 'Taissa Farmiga', 'Frances Conroy', 'Sarah Paulson', 'Connie Britton', 'Dylan McDermott', 'Evan Peters', 'Jessica Lange', 'Evan Peters', 'Evan Peters', 'Jessica Lange', 'Jessica Lange', 'Jessica Lange', 'Zachary Quinto', 'Taissa Farmiga', 'Finn Wittrock', 'Sarah Paulson', 'Lily Rabe', 'Chloë Sevigny', 'Lady Gaga', 'Lily Rabe', 'Lizzie Brocheré', 'Kathy Bates', 'Angela Bassett', 'Evan Peters', 'Kathy Bates', 'Evan Peters', 'Wes Bentley', ""Denis O'Hare"", 'Sarah Paulson', 'Evan Peters', 'Joseph Fiennes', 'James Cromwell', 'Emma Roberts', ""Denis O'Hare"", ""Denis O'Hare"", 'Kathy Bates', 'Sarah Paulson', 'Cuba Gooding, Jr.', 'Billie Lourd', 'Kathy Bates', 'Michael Chiklis', 'Sarah Paulson', 'Matt Bomer', 'Cheyenne Jackson', 'Lily Rabe', 'Angela Bassett', 'Alison Pill', 'Cody Fern', 'Emma Roberts', 'Billie Lourd', 'Cody Fern', 'Gus Kenworthy', 'John Carroll Lynch', 'Angelica Ross', 'Zach Villa', ""Denis O'Hare"", 'Frances Conroy', 'Kathy Bates', 'Andre Holland', 'Cheyenne Jackson', 'Billie Lourd', 'Leslie Grossman', 'Leslie Grossman', 'Matthew Morrison', 'Angela Bassett', 'Wes Bentley', 'Adina Porter', 'Sarah Paulson', 'Frances Conroy', 'Sarah Paulson', 'Cheyenne Jackson', 'Evan Peters', 'Finn Wittrock', 'Leslie Grossman', 'Macaulay Culkin', 'Ryan Kiera Armstrong', ""Denis O'Hare"", 'Evan Peters', 'Evan Peters', 'Cheyenne Jackson', 'Sarah Paulson', 'Lily Rabe', 'Sarah Paulson', 'Neal McDonough', 'Kaia Gerber', 'Nico Greetham', ""Denis O'Hare"", 'Isaac Powell', 'Rachel Hilson', 'Evan Peters', 'Adina Porter', 'Angelica Ross', 'Leslie Grossman', 'Angelica Ross', 'Billie Lourd', 'Lily Rabe', 'Rebecca Dayan']",11,"['12', '13', '13', '13', '12', '10', '11', '10', '9', '10', '10']"
19645,Breaking Down the Bars,,Отменен/Закончен,2,0.0,0,,,6.5,25,['США'],"['Боевик', ' Семейный', ' Драма', ' Криминал']",OPRAH WINFREY NETWORK,5 часов 1 минута,43 мин.,15.02.2011 — 29.03.2011,,1,['7']
19646,The King is Dead,,Отменен/Закончен,4,0.0,0,,,4.7,48,['Великобритания'],['Комедия'],BBC Three,2 часа 34 минуты,22 мин.,02.09.2010 — 14.10.2010,"['Jonny Sweet', 'Katy Wix', 'Nick Mohammed', 'Simon Bird']",1,['7']
19647,Пешком по Амазонке,Walking the Amazon,Отменен/Закончен,71,4.36,25,7.926,211,7.8,292,['США'],['Приключения'],Discovery Channel,1 час 30 минут,45 мин.,02.02.2011 — 09.02.2011,['Ed Stafford'],1,['2']
19648,All Star Family Fortunes,,Отменен/Закончен,5,0.0,0,,,5.1,109,['Великобритания'],['Комедия'],ITV,4 дня 18 часов 50 минут,50 мин.,28.10.2006 — 14.06.2015,"['Vernon Kay', 'Peter Dickson', ""Lisa I'Anson""]",12,"['8', '10', '13', '17', '15', '11', '15', '9', '9', '9', '10', '12']"
19649,The Big Silence,,Отменен/Закончен,2,0.0,0,,,,,['Великобритания'],"['Стиль жизни', ' Образовательный']",BBC TWO,2 часа 9 минут,43 мин.,22.10.2010 — 05.11.2010,,1,['3']
19654,Американские истории Фивела,Fievel's American Tails,Отменен/Закончен,75,3.63,32,6.538,383,6.1,367,['США'],"['Детский', ' Вестерн', ' Семейный']",CBS,6 часов 30 минут,30 мин.,12.09.1992 — 05.12.1992,"['Phillip Glasser', 'Dom DeLuise', 'Cathy Cavadini', 'Gerrit Graham', 'Dan Castellaneta', 'Lloyd Battista', 'Kenneth Mars', 'Susan Silo', 'Cathy Cavadini']",1,['13']
19655,The Gossip Queens,,Сериал продолжается,2,0.0,0,,,7.1,43,['США'],"['Семейный', ' Знаменитости']",LOGO TV,1 час 50 минут,22 мин.,20.09.2010 — ...,,1,['5']
19659,Ив,Eve,Отменен/Закончен,6,0.0,0,,,6.3,1199,['США'],['Комедия'],UPN,1 день 12 минут,22 мин.,15.09.2003 — 11.05.2006,"['Brian Hooks', 'Ali Landry', 'Eve']",3,"['22', '22', '22']"
19662,Anne of Green Gables: The Animated Series,,Отменен/Закончен,12,3.0,3,,,6.4,189,['США'],"['Драма', ' Семейный']",PBS,9 часов 32 минуты,22 мин.,02.09.2001 — 24.03.2002,,1,['26']
19663,Дикий запад,Wild West,Отменен/Закончен,35,3.67,3,,,7.6,252,['Великобритания'],['Комедия'],BBC One,6 часов,30 мин.,22.10.2002 — 13.04.2004,"['Catherine Tate', 'Dawn French', 'David Bradley', 'Sean Foley', 'Richard Mylan']",2,"['6', '6']"
19675,Dimension of Fear,,Отменен/Закончен,6,2.33,3,,,5.7,7,['Великобритания'],"['Фантастика', ' Драма']",ABC,3 часа,45 мин.,05.01.1963 — 26.01.1963,,1,['4']
19679,Доктор Элинор Бромвелл,Bramwell,Отменен/Закончен,20,4.0,6,,,8.0,973,['Великобритания'],['Драма'],ITV,1 день 2 часа 30 минут,54 мин.,22.05.1995 — 18.06.1998,"['Jemma Redgrave', 'Ruth Sheen', 'David Calder', 'Kevin McMonagle', 'Keeley Gainey']",4,"['7', '8', '10', '2']"
19681,Лицензировано королевством,L/R: Licensed by Royalty,Отменен/Закончен,15,3.5,4,,,6.4,45,['Япония'],"['Боевик', ' Приключения']",Fuji TV,5 часов 25 минут,25 мин.,09.01.2003 — 25.04.2003,,1,['13']
19683,Я живой,I'm Alive,Отменен/Закончен,29,3.83,6,,,7.9,105,['США'],['Животные'],Animal Planet,23 часа,60 мин.,09.10.2009 — 19.09.2011,,2,"['10', '13']"
19684,True Grime: Crime Scene Clean Up,,Отменен/Закончен,5,0.0,0,,,5.4,52,['США'],['Семейный'],Investigation Discovery,2 часа 9 минут,43 мин.,19.07.2011 — 02.08.2011,,1,['3']
19685,Импрессионисты: Живопись и революция,The Impressionists: Painting and Revolution,Отменен/Закончен,110,4.22,32,,,8.6,130,['Великобритания'],['Искусство'],BBC Two,4 часа,60 мин.,16.07.2011 — 06.08.2011,['Waldemar Januszczak'],1,['4']
19688,Верните мне штаны,I Just Want My Pants Back,Отменен/Закончен,62,3.43,28,,,6.5,987,['США'],['Комедия'],MTV,4 часа 24 минуты,22 мин.,28.08.2011 — 05.04.2012,"['Chris Parnell', 'Elisabeth Hower', 'Ilana Becker', 'Jordan Carlos', 'Kelli Barrett', 'Kim Shaw', 'Nick Kocher', 'Peter Vack', 'Sunkrish Bala']",1,['12']
19691,Убийство в пригороде,Murder in Suburbia,Отменен/Закончен,138,3.56,43,,,7.1,1462,['Великобритания'],"['Криминал', ' Драма', ' Детектив']",ITV,10 часов,60 мин.,13.03.2004 — 15.08.2005,"['Caroline Catz', 'Lisa Faulkner', 'Jeremy Sheffield']",2,"['6', '6']"
19692,Поцелуй ангела,Angel's Kiss,Отменен/Закончен,5,0.0,0,,,,,['Южная Корея'],['Драма'],KBS2,12 часов 54 минуты,43 мин.,01.12.1998 — 01.02.1999,"['Cha Seung Won', 'Jo Min Ki', 'Yoo Ho Jung']",1,['18']
19696,The Beauty of Oil Painting with Gary Jenkins,,Сериал продолжается,12,0.0,0,,,,,['США'],"['Искусство', ' Образовательный']",,1 день 8 часов 30 минут,25 мин.,01.01.2008 — ...,,3,"['26', '26', '26']"
19698,След,,Сериал продолжается,4520,3.86,2131,4.775,76890,3.3,246,['Россия'],"['Боевик', ' Криминал', ' Драма', ' Детектив']",Пятый канал,2 месяца 16 дней 7 часов 11 минут,39 мин.,03.09.2007 — ...,"['Ольга Копосова', 'Руслан Сасин', 'Анна Данькова', 'Евгений Кулаков', 'Анастасия Гулимова', 'Владимир Ташлыков', 'Олег Валкман', 'Георгий Тесля-Герасимов', 'Сергей Пиоро', 'Ольга Зейгер', 'Павел Шуваев', 'Андрей Лавров', 'Сергей Коваленко', 'Юлия Вайшнур', 'Олег Осипов', 'Владимир Свешников', 'Нина Гогаева', 'Анастасия Груздева', 'Антон Возмищев', 'Алексей Моисеев', 'Владислав Маленко', 'Александра Попова', 'Станислав Эрклиевский', 'Виктория Черенцова', 'Елена Головизина', 'Игорь Ромащенко', 'Татьяна Исакова', 'Ольга Недоводина', 'Кирилл Быркин']",19,"['124', '120', '120', '144', '48', '40', '91', '51', '102', '136', '140', '208', '208', '208', '208', '308', '308', '208', '45']"
19700,Daily Cooks Challenge,,Отменен/Закончен,3,5.0,1,,,,,['Великобритания'],"['Знаменитости', ' Кулинарный/Еда']",ITV,5 дней 7 часов 34 минуты,43 мин.,24.03.2008 — 04.06.2010,,5,"['20', '45', '10', '50', '53']"
19716,2030 CE,,Отменен/Закончен,10,5.0,1,,,7.1,92,['Канада'],"['Фантастика', ' Детский']",YTV,9 часов 32 минуты,22 мин.,06.02.2002 — 03.04.2003,"['Corey Sevier', 'Curtis Harrison', 'Neil Denis', 'Jessica Lucas', 'Tatiana Maslany', 'Elyse Levesque', 'Skye Kneller']",2,"['13', '13']"
19719,Сказки завтрашнего дня,Tales of Tomorrow,Отменен/Закончен,49,2.93,15,,,7.1,374,['США'],"['Антология', ' Фантастика']",ABC,1 день 11 часов 25 минут,25 мин.,03.08.1951 — 12.06.1953,,2,"['43', '42']"
19721,Working Girls,,Отменен/Закончен,5,3.0,1,,,,,['Великобритания'],['Стиль жизни'],BBC Three,4 часа,60 мин.,03.03.2011 — 24.03.2011,,1,['4']
19724,Switched!,,Отменен/Закончен,6,5.0,1,,,6.7,58,['США'],['Путешествия'],ABC Family,11 часов 44 минуты,22 мин.,21.05.2003 — 30.09.2004,,2,"['26', '6']"
19725,The Royal Family,,Отменен/Закончен,5,0.0,0,,,7.1,276,['США'],['Комедия'],CBS,5 часов 30 минут,22 мин.,18.09.1991 — 13.05.1992,"['Naya Rivera', 'Redd Foxx', 'Della Reese', 'Mariann Aalda', 'Larenz Tate']",1,['15']
19726,Smart Guy,,Отменен/Закончен,13,3.0,5,,,7.4,5183,['США'],['Комедия'],WB,18 часов 42 минуты,22 мин.,26.03.1997 — 16.05.1999,"['Tahj Mowry', 'John Marshall Jones', 'Jason Weaver', 'Omar Gooding', 'Essence Atkins']",3,"['7', '22', '22']"
19730,Забавные небесные девы,Rakugo Tennyo Oyui,Отменен/Закончен,30,1.85,13,,,5.8,9,['Япония'],"['Комедия', ' Аниме']",AT-X,5 часов,25 мин.,01.01.2006 — ...,,1,['12']
19732,Каскадёры,The Fall Guy,Отменен/Закончен,9,0.0,0,6.057,125,7.0,7802,['США'],"['Боевик', ' Приключения']",ABC,4 дня 18 часов,60 мин.,04.11.1981 — 02.05.1986,"['Lee Majors', 'Douglas Barr', 'Heather Thomas', 'Jo Ann Pflug', 'Markie Post']",5,"['23', '23', '22', '23', '22']"
19733,Медсестра,Nurse,Отменен/Закончен,4,0.0,0,,,8.0,77,['США'],"['Драма', ' Медицинский']",CBS,1 день 4 часа,60 мин.,02.04.1981 — 21.05.1982,,2,"['6', '22']"
19735,Большое весёлое скетч-шоу,The Big Gay Sketch Show,Отменен/Закончен,14,5.0,4,,,6.4,436,['США'],"['Sketch/Импровизация', ' Комедия']",LOGO TV,8 часов 48 минут,22 мин.,24.04.2007 — ...,,3,"['6', '9', '9']"
