6198010,Герои: Возрождение, June 13th Part Two,1,8,12156,60.13,4.432,1282,43 мин.,05.11.2015,162
6226195,Конан," Kevin Nealon, Randall Park, Paul Weller",2015,124,42,22.58,4.0,0,43 мин.,05.10.2015,162
6226196,Конан," Ellen Page, Andy Kindler, Randy Liedtke",2015,125,42,22.58,4.0,0,43 мин.,06.10.2015,162
6226197,Конан," Nasim Pedrad, David Mizejewski, Robert DeLong",2015,126,42,22.58,4.0,0,43 мин.,07.10.2015,162
6226198,Конан," Artie Lange, Aaron Sorkin, Beirut",2015,127,44,23.66,4.0,0,43 мин.,08.10.2015,162
